,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Occupation,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Fiji,Male (Sex),Skill levels 3 and 4 (high) (Skill level),"Employment, Unemployment Survey",Labour force survey,,20,,,,36,,,41,,37,,
Fiji,Male (Sex),Total (Skill level),"Employment, Unemployment Survey",Labour force survey,,77,,,,229,,,228,,218,,
Fiji,Male (Sex),Not elsewhere classified (Skill level),"Employment, Unemployment Survey",Labour force survey,,4,,,,2,,,3,,,,
Fiji,Female (Sex),Skill level 1 (low) (Skill level),"Employment, Unemployment Survey",Labour force survey,,3,,,,15,,,10,,14,,
Fiji,Female (Sex),Skill level 2 (medium) (Skill level),"Employment, Unemployment Survey",Labour force survey,,22,,,,87,,,78,,67,,
Fiji,Female (Sex),Skill levels 3 and 4 (high) (Skill level),"Employment, Unemployment Survey",Labour force survey,,14,,,,22,,,27,,29,,
Fiji,Female (Sex),Total (Skill level),"Employment, Unemployment Survey",Labour force survey,,39,,,,124,,,116,,109,,
Fiji,Female (Sex),Not elsewhere classified (Skill level),"Employment, Unemployment Survey",Labour force survey,,0,,,,,,,0,,,,
Finland,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,199,203,201,187,191,154,164,156,150,151,149,152,155
Finland,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,1160,1177,1196,1134,1106,1230,1212,1189,1175,1152,1155,1137,1159
Finland,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,1073,1099,1119,1121,1133,1070,1090,1098,1106,1119,1130,1172,1214
Finland,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,2443,2492,2531,2457,2447,2474,2483,2457,2447,2437,2448,2473,2540
Finland,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,11,13,16,16,18,19,17,14,15,15,14,12,12
Finland,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,86,87,87,82,86,60,66,62,60,60,59,65,68
Finland,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,622,632,649,597,582,665,653,643,636,631,638,628,641
Finland,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,547,559,566,564,577,538,545,546,546,547,559,580,598
Finland,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,1266,1289,1315,1255,1259,1278,1277,1261,1254,1249,1267,1282,1317
Finland,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,10,11,13,12,14,15,14,11,12,11,11,10,9
Finland,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,112,116,114,105,104,94,98,94,90,92,90,87,87
Finland,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,538,545,546,536,524,565,559,546,540,521,518,510,518
Finland,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,526,539,553,557,556,532,546,552,560,572,571,592,616
Finland,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,1178,1202,1216,1202,1188,1196,1206,1195,1193,1188,1182,1191,1223
Finland,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,1,2,3,4,4,4,4,4,3,3,3,2,3
France,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,2388,2449,2531,2502,2512,2588,2557,2565,2701,2703,2688,2738,2659
France,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,12496,12613,12532,12326,12189,11542,11501,11518,11786,11659,11589,11760,11751
France,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,9919,10157,10525,10552,10735,11352,11508,11429,11536,11775,12029,12125,12370
France,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,25150,25587,25926,25674,25731,25759,25804,25785,26376,26424,26584,26880,27122
France,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,347,367,338,294,294,278,240,274,354,288,279,257,342
France,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,859,872,913,871,847,1052,1074,971,918,929,899,977,969
France,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,6888,6894,6872,6765,6703,6057,6010,6104,6358,6327,6377,6423,6396
France,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,5351,5467,5612,5591,5717,6183,6211,6142,6121,6182,6288,6357,6407
France,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,13397,13545,13692,13485,13520,13531,13508,13434,13661,13658,13761,13948,14031
France,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,299,313,295,258,253,239,214,217,264,221,198,192,259
France,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1529,1578,1618,1631,1665,1535,1483,1594,1783,1774,1789,1761,1690
France,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,5608,5719,5660,5562,5486,5485,5491,5413,5428,5332,5212,5337,5355
France,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,4568,4691,4913,4961,5018,5169,5296,5287,5415,5593,5741,5768,5963
France,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,11753,12041,12234,12189,12210,12228,12297,12351,12715,12766,12823,12932,13091
France,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,48,54,43,36,42,39,26,57,90,67,81,65,83
Gambia,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,53,,,,,,
Gambia,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,444,,,,,,
Gambia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,31,,,,,,
Gambia,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,544,,,,,,
Gambia,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,16,,,,,,
Gambia,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,31,,,,,,
Gambia,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,243,,,,,,
Gambia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,23,,,,,,
Gambia,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,305,,,,,,
Gambia,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,9,,,,,,
Gambia,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,22,,,,,,
Gambia,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,201,,,,,,
Gambia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,9,,,,,,
Gambia,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,239,,,,,,
Gambia,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,8,,,,,,
Georgia,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,116,
Georgia,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,1148,
Georgia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,432,
Georgia,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,1707,
Georgia,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,11,
Georgia,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,68,
Georgia,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,623,
Georgia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,188,
Georgia,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,889,
Georgia,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,10,
Georgia,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,48,
Georgia,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,525,
Georgia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,244,
Georgia,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,817,
Georgia,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,,
Georgia,Total (Sex),Skill level 1 (low) (Skill level),Integrated Household Survey,Other household survey,84,90,,88,94,102,106,93,93,107,112,,
Georgia,Total (Sex),Skill level 2 (medium) (Skill level),Integrated Household Survey,Other household survey,1300,1235,,1120,1127,1133,1125,1124,1147,1161,1144,,
Georgia,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Integrated Household Survey,Other household survey,363,379,,403,405,403,422,418,449,459,456,,
Georgia,Total (Sex),Total (Skill level),Integrated Household Survey,Other household survey,1747,1704,,1611,1628,1643,1659,1643,1694,1734,1717,,
Georgia,Total (Sex),Not elsewhere classified (Skill level),Integrated Household Survey,Other household survey,,,,,2,6,6,7,5,7,6,,
Georgia,Male (Sex),Skill level 1 (low) (Skill level),Integrated Household Survey,Other household survey,58,63,,62,67,73,75,67,60,67,73,,
Georgia,Male (Sex),Skill level 2 (medium) (Skill level),Integrated Household Survey,Other household survey,707,664,,612,606,598,599,609,627,636,636,,
Georgia,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Integrated Household Survey,Other household survey,155,162,,181,176,185,198,188,204,205,192,,
Georgia,Male (Sex),Total (Skill level),Integrated Household Survey,Other household survey,920,888,,855,850,857,874,867,892,911,903,,
Georgia,Male (Sex),Not elsewhere classified (Skill level),Integrated Household Survey,Other household survey,,,,,1,1,3,3,2,3,2,,
Georgia,Female (Sex),Skill level 1 (low) (Skill level),Integrated Household Survey,Other household survey,26,27,,26,27,29,31,26,33,40,39,,
Georgia,Female (Sex),Skill level 2 (medium) (Skill level),Integrated Household Survey,Other household survey,593,572,,508,521,535,526,515,520,524,508,,
Georgia,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Integrated Household Survey,Other household survey,208,218,,223,229,218,225,230,246,254,263,,
Georgia,Female (Sex),Total (Skill level),Integrated Household Survey,Other household survey,827,816,,756,777,786,785,776,802,823,814,,
Georgia,Female (Sex),Not elsewhere classified (Skill level),Integrated Household Survey,Other household survey,,,,,1,4,4,4,3,5,4,,
Germany,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,3062,3186,3260,3169,3102,3260,3188,3232,3231,3250,3254,3298,3270
Germany,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,18038,18490,18598,18311,17880,18428,18979,19044,19067,18975,19430,19504,19478
Germany,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,15351,15628,16022,16319,16341,16545,16759,17022,17342,17770,18343,18623,18939
Germany,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,37172,37989,38541,38471,37993,38787,39126,39531,39871,40211,41267,41664,41915
Germany,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,722,686,661,671,670,554,200,233,230,216,240,238,228
Germany,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1423,1497,1550,1485,1457,1346,1204,1253,1250,1275,1315,1351,1333
Germany,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,10392,10667,10730,10496,10203,10425,10993,10960,11009,10961,11209,11279,11319
Germany,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,8012,8099,8312,8392,8330,8659,8640,8733,8849,9038,9341,9462,9552
Germany,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,20335,20745,21033,20816,20423,20801,21019,21143,21301,21454,22065,22289,22395
Germany,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,508,482,440,443,433,372,182,197,194,180,200,197,190
Germany,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1639,1689,1710,1685,1645,1914,1984,1979,1981,1974,1939,1947,1937
Germany,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,7645,7823,7868,7815,7677,8003,7987,8085,8059,8014,8221,8225,8159
Germany,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,7339,7528,7709,7928,8011,7887,8120,8289,8494,8732,9002,9162,9386
Germany,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,16837,17244,17509,17655,17570,17986,18107,18389,18570,18757,19203,19374,19520
Germany,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,213,204,221,228,237,181,17,36,37,36,40,41,37
Ghana,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,543,,,
Ghana,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,7274,,,
Ghana,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,1027,,,
Ghana,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,8850,,,
Ghana,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,,
Ghana,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,293,,,
Ghana,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,3227,,,
Ghana,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,605,,,
Ghana,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,4130,,,
Ghana,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,,,
Ghana,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,251,,,
Ghana,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,4047,,,
Ghana,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,422,,,
Ghana,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,4720,,,
Ghana,Total (Sex),Skill level 1 (low) (Skill level),Living Standards Survey,Household income/expenditure survey,742,,,,,,,511,,,,549,
Ghana,Total (Sex),Skill level 2 (medium) (Skill level),Living Standards Survey,Household income/expenditure survey,7781,,,,,,,10489,,,,7848,
Ghana,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Living Standards Survey,Household income/expenditure survey,509,,,,,,,982,,,,1164,
Ghana,Total (Sex),Total (Skill level),Living Standards Survey,Household income/expenditure survey,9140,,,,,,,12039,,,,9580,
Ghana,Total (Sex),Not elsewhere classified (Skill level),Living Standards Survey,Household income/expenditure survey,107,,,,,,,56,,,,19,
Ghana,Male (Sex),Skill level 1 (low) (Skill level),Living Standards Survey,Household income/expenditure survey,287,,,,,,,311,,,,278,
Ghana,Male (Sex),Skill level 2 (medium) (Skill level),Living Standards Survey,Household income/expenditure survey,3706,,,,,,,4792,,,,3607,
Ghana,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Living Standards Survey,Household income/expenditure survey,346,,,,,,,649,,,,741,
Ghana,Male (Sex),Total (Skill level),Living Standards Survey,Household income/expenditure survey,4427,,,,,,,5782,,,,4636,
Ghana,Male (Sex),Not elsewhere classified (Skill level),Living Standards Survey,Household income/expenditure survey,88,,,,,,,30,,,,10,
Ghana,Female (Sex),Skill level 1 (low) (Skill level),Living Standards Survey,Household income/expenditure survey,455,,,,,,,200,,,,271,
Ghana,Female (Sex),Skill level 2 (medium) (Skill level),Living Standards Survey,Household income/expenditure survey,4075,,,,,,,5697,,,,4241,
