"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bulgaria,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,1457,1521,1568,1521,1435,1398,1392,1388,1404,1424,1409,1468,1467
Burkina Faso,Total (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,640,,,,
Burkina Faso,Total (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,36,,,,
Burkina Faso,Total (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2546,,,,
Burkina Faso,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,30,,,,
Burkina Faso,Total (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2269,,,,
Burkina Faso,Total (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,27,,,,
Burkina Faso,Total (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,5548,,,,
Burkina Faso,Male (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,393,,,,
Burkina Faso,Male (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,28,,,,
Burkina Faso,Male (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1534,,,,
Burkina Faso,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,18,,,,
Burkina Faso,Male (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,901,,,,
Burkina Faso,Male (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,10,,,,
Burkina Faso,Male (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2883,,,,
Burkina Faso,Female (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,215,,,,
Burkina Faso,Female (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,8,,,,
Burkina Faso,Female (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,948,,,,
Burkina Faso,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,10,,,,
Burkina Faso,Female (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1334,,,,
Burkina Faso,Female (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,17,,,,
Burkina Faso,Female (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2532,,,,
Burkina Faso,Total (Sex),1. Employees (ICSE-93),Population Census,Population census,315,,,,,,,,,,,,
Burkina Faso,Total (Sex),2. Employers (ICSE-93),Population Census,Population census,42,,,,,,,,,,,,
Burkina Faso,Total (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,2307,,,,,,,,,,,,
Burkina Faso,Total (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,2431,,,,,,,,,,,,
Burkina Faso,Total (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,192,,,,,,,,,,,,
Burkina Faso,Total (Sex),Total (ICSE-93),Population Census,Population census,5286,,,,,,,,,,,,
Burkina Faso,Male (Sex),1. Employees (ICSE-93),Population Census,Population census,231,,,,,,,,,,,,
Burkina Faso,Male (Sex),2. Employers (ICSE-93),Population Census,Population census,33,,,,,,,,,,,,
Burkina Faso,Male (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,1730,,,,,,,,,,,,
Burkina Faso,Male (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,761,,,,,,,,,,,,
Burkina Faso,Male (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,119,,,,,,,,,,,,
Burkina Faso,Male (Sex),Total (ICSE-93),Population Census,Population census,2873,,,,,,,,,,,,
Burkina Faso,Female (Sex),1. Employees (ICSE-93),Population Census,Population census,84,,,,,,,,,,,,
Burkina Faso,Female (Sex),2. Employers (ICSE-93),Population Census,Population census,9,,,,,,,,,,,,
Burkina Faso,Female (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,577,,,,,,,,,,,,
Burkina Faso,Female (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,1670,,,,,,,,,,,,
Burkina Faso,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,73,,,,,,,,,,,,
Burkina Faso,Female (Sex),Total (ICSE-93),Population Census,Population census,2413,,,,,,,,,,,,
Burundi,Total (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,467,,,468,
Burundi,Total (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,26,,,26,
Burundi,Total (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1692,,,1695,
Burundi,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,,,,0,
Burundi,Total (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1487,,,1488,
Burundi,Total (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,3,,,1,
Burundi,Total (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,3676,,,3679,
Burundi,Male (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,354,,,355,
Burundi,Male (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,20,,,20,
Burundi,Male (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1122,,,1124,
Burundi,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,,,,0,
Burundi,Male (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,161,,,162,
Burundi,Male (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1,,,0,
Burundi,Male (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1659,,,1661,
Burundi,Female (Sex),1. Employees (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,113,,,114,
Burundi,Female (Sex),2. Employers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,6,,,6,
Burundi,Female (Sex),3. Own-account workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,570,,,571,
Burundi,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,,,,0,
Burundi,Female (Sex),5. Contributing family workers (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,1326,,,1326,
Burundi,Female (Sex),6. Workers not classifiable by status (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2,,,0,
Burundi,Female (Sex),Total (ICSE-93),Living standards survey,Household income/expenditure survey,,,,,,,,,2017,,,2018,
Burundi,Total (Sex),1. Employees (ICSE-93),Population Census,Population census,,,177,,,,,,,,,,
Burundi,Total (Sex),2. Employers (ICSE-93),Population Census,Population census,,,7,,,,,,,,,,
Burundi,Total (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,2576,,,,,,,,,,
Burundi,Total (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,223,,,,,,,,,,
Burundi,Total (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,125,,,,,,,,,,
Burundi,Total (Sex),Total (ICSE-93),Population Census,Population census,,,3108,,,,,,,,,,
Burundi,Male (Sex),1. Employees (ICSE-93),Population Census,Population census,,,127,,,,,,,,,,
Burundi,Male (Sex),2. Employers (ICSE-93),Population Census,Population census,,,4,,,,,,,,,,
Burundi,Male (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,1214,,,,,,,,,,
Burundi,Male (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,89,,,,,,,,,,
Burundi,Male (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,59,,,,,,,,,,
Burundi,Male (Sex),Total (ICSE-93),Population Census,Population census,,,1493,,,,,,,,,,
Burundi,Female (Sex),1. Employees (ICSE-93),Population Census,Population census,,,50,,,,,,,,,,
Burundi,Female (Sex),2. Employers (ICSE-93),Population Census,Population census,,,2,,,,,,,,,,
Burundi,Female (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,1362,,,,,,,,,,
Burundi,Female (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,135,,,,,,,,,,
Burundi,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,65,,,,,,,,,,
Burundi,Female (Sex),Total (ICSE-93),Population Census,Population census,,,1615,,,,,,,,,,
Burundi,Total (Sex),1. Employees (ICSE-93),Official Estimates,Official estimate,184,189,179,121,188,,,,,,,,
Burundi,Total (Sex),2. Employers (ICSE-93),Official Estimates,Official estimate,3,3,7,7,7,,,,,,,,
Burundi,Total (Sex),3. Own-account workers (ICSE-93),Official Estimates,Official estimate,2276,2336,2604,2666,2730,,,,,,,,
Burundi,Total (Sex),5. Contributing family workers (ICSE-93),Official Estimates,Official estimate,1098,1126,225,231,236,,,,,,,,
Burundi,Total (Sex),6. Workers not classifiable by status (ICSE-93),Official Estimates,Official estimate,34,35,4,67,4,,,,,,,,
Burundi,Total (Sex),Total (ICSE-93),Official Estimates,Official estimate,3595,3689,3019,3091,3166,,,,,,,,
Cambodia,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,3313,,,,,,
Cambodia,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,28,,,,,,
Cambodia,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,2415,,,,,,
Cambodia,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,1440,,,,,,
Cambodia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,1,,,,,,
Cambodia,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,7197,,,,,,
Cambodia,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,1957,,,,,,
Cambodia,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,18,,,,,,
Cambodia,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,1308,,,,,,
Cambodia,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,514,,,,,,
Cambodia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,1,,,,,,
Cambodia,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,3798,,,,,,
Cambodia,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,,,,,,1356,,,,,,
Cambodia,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,,,,,,11,,,,,,
Cambodia,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,1107,,,,,,
Cambodia,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,,,,,,925,,,,,,
Cambodia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,,,0,,,,,,
Cambodia,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,,,,,,3400,,,,,,
Cambodia,Total (Sex),1. Employees (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1762,1994,2024,2298,2515,2792,3266,3702,4105,4381,,
Cambodia,Total (Sex),2. Employers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,4,4,24,12,,3,,14,9,7,,
Cambodia,Total (Sex),3. Own-account workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,2729,2670,3889,4119,4475,4483,4628,4325,4194,4114,,
Cambodia,Total (Sex),5. Contributing family workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,2547,2385,1787,1508,1202,704,378,472,313,451,,
Cambodia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,15,11,9,18,7,,,8,,,,
Cambodia,Total (Sex),Total (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,7056,7063,7732,7955,8200,7983,8274,8521,8626,8955,,
Cambodia,Male (Sex),1. Employees (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1054,1994,1172,1356,1427,1635,1896,2125,2349,2579,,
Cambodia,Male (Sex),2. Employers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,3,4,13,6,,,,9,6,5,,
Cambodia,Male (Sex),3. Own-account workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1684,2670,1846,1837,2012,2092,2155,2069,1959,1824,,
Cambodia,Male (Sex),5. Contributing family workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,863,2385,857,744,642,348,177,222,155,216,,
Cambodia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,6,11,5,8,,,,3,,,,
Cambodia,Male (Sex),Total (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,3609,7063,3893,3951,4084,4078,4229,4429,4472,4626,,
Cambodia,Female (Sex),1. Employees (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,708,,852,942,1089,1157,1370,1576,1757,1802,,
Cambodia,Female (Sex),2. Employers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1,,11,6,,,,5,,,,
Cambodia,Female (Sex),3. Own-account workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1046,,2043,2282,2463,2391,2474,2256,2236,2290,,
Cambodia,Female (Sex),5. Contributing family workers (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,1684,,930,764,560,356,201,250,158,235,,
Cambodia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,9,,4,11,,,,5,,,,
Cambodia,Female (Sex),Total (ICSE-93),Household Socio-Economic Survey,Household income/expenditure survey,,3447,,3840,4004,4116,3905,4045,4092,4153,4329,,
Cambodia,Total (Sex),1. Employees (ICSE-93),Population census,Population census,,,1202,,,,,,,,,,
Cambodia,Total (Sex),2. Employers (ICSE-93),Population census,Population census,,,10,,,,,,,,,,
Cambodia,Total (Sex),3. Own-account workers (ICSE-93),Population census,Population census,,,2722,,,,,,,,,,
Cambodia,Total (Sex),5. Contributing family workers (ICSE-93),Population census,Population census,,,3022,,,,,,,,,,
Cambodia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Population census,Population census,,,3,,,,,,,,,,
Cambodia,Total (Sex),Total (ICSE-93),Population census,Population census,,,6959,,,,,,,,,,
Cambodia,Male (Sex),1. Employees (ICSE-93),Population census,Population census,,,703,,,,,,,,,,
Cambodia,Male (Sex),2. Employers (ICSE-93),Population census,Population census,,,6,,,,,,,,,,
Cambodia,Male (Sex),3. Own-account workers (ICSE-93),Population census,Population census,,,1834,,,,,,,,,,
Cambodia,Male (Sex),5. Contributing family workers (ICSE-93),Population census,Population census,,,859,,,,,,,,,,
Cambodia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Population census,Population census,,,2,,,,,,,,,,
Cambodia,Male (Sex),Total (ICSE-93),Population census,Population census,,,3404,,,,,,,,,,
Cambodia,Female (Sex),1. Employees (ICSE-93),Population census,Population census,,,499,,,,,,,,,,
Cambodia,Female (Sex),2. Employers (ICSE-93),Population census,Population census,,,4,,,,,,,,,,
Cambodia,Female (Sex),3. Own-account workers (ICSE-93),Population census,Population census,,,888,,,,,,,,,,
Cambodia,Female (Sex),5. Contributing family workers (ICSE-93),Population census,Population census,,,2163,,,,,,,,,,
Cambodia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population census,Population census,,,1,,,,,,,,,,
Cambodia,Female (Sex),Total (ICSE-93),Population census,Population census,,,3556,,,,,,,,,,
Cameroon,Total (Sex),1. Employees (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,1797,,,,,,,,
Cameroon,Total (Sex),2. Employers (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,290,,,,,,,,
Cameroon,Total (Sex),3. Own-account workers (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,4162,,,,,,,,
Cameroon,Total (Sex),5. Contributing family workers (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,2353,,,,,,,,
Cameroon,Total (Sex),6. Workers not classifiable by status (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,250,,,,,,,,
Cameroon,Total (Sex),Total (ICSE-93),Employment and Informal Sector Survey,Other household survey,,,,,8852,,,,,,,,
Cameroon,Total (Sex),1. Employees (ICSE-93),Household survey of Cameroon,Other household survey,,1499,,,,,,,1865,,,,
Cameroon,Total (Sex),2. Employers (ICSE-93),Household survey of Cameroon,Other household survey,,198,,,,,,,258,,,,
Cameroon,Total (Sex),3. Own-account workers (ICSE-93),Household survey of Cameroon,Other household survey,,4456,,,,,,,4990,,,,
Cameroon,Total (Sex),5. Contributing family workers (ICSE-93),Household survey of Cameroon,Other household survey,,2031,,,,,,,1234,,,,
Cameroon,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household survey of Cameroon,Other household survey,,10,,,,,,,87,,,,
Cameroon,Total (Sex),Total (ICSE-93),Household survey of Cameroon,Other household survey,,8194,,,,,,,8435,,,,
