,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Dominican Republic,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,4,4,6,
Dominican Republic,Male (Sex),15-24 (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,10,10,11,11,11,6,8,7,9,29,15,,
Dominican Republic,Male (Sex),15-24 (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,235,234,232,218,221,234,203,211,217,218,215,,
Dominican Republic,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,105,117,135,122,130,145,150,171,167,163,173,,
Dominican Republic,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,94,84,90,74,75,73,70,67,63,55,51,,
Dominican Republic,Male (Sex),15-24 (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,444,447,468,424,437,459,432,457,457,465,455,,
Dominican Republic,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,,1,,,,,,,,,,,
Dominican Republic,Male (Sex),15-64 (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,179,195,214,217,216,200,226,234,240,286,270,,
Dominican Republic,Male (Sex),15-64 (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,866,893,863,841,867,896,888,882,929,936,941,,
Dominican Republic,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,406,443,442,485,496,546,570,604,626,633,666,,
Dominican Republic,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,616,592,636,600,598,584,562,554,548,529,544,,
Dominican Republic,Male (Sex),15-64 (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,2073,2132,2163,2148,2181,2230,2252,2281,2350,2388,2430,,
Dominican Republic,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,6,9,8,,,4,6,,6,4,8,,
Dominican Republic,Male (Sex),15+ (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,183,199,217,222,219,207,233,247,251,299,294,,
Dominican Republic,Male (Sex),15+ (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,889,915,878,861,886,920,917,911,964,977,980,,
Dominican Republic,Male (Sex),15+ (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,410,447,446,489,499,553,578,611,635,642,677,,
Dominican Republic,Male (Sex),15+ (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,707,680,720,692,688,673,657,646,645,626,637,,
Dominican Republic,Male (Sex),15+ (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,2193,2250,2270,2269,2298,2357,2392,2421,2503,2549,2597,,
Dominican Republic,Male (Sex),15+ (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,6,9,8,6,5,4,6,6,8,4,9,,
Dominican Republic,Male (Sex),25+ (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,173,189,206,212,208,201,225,239,242,270,278,,
Dominican Republic,Male (Sex),25+ (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,653,681,646,643,665,685,714,701,746,759,765,,
Dominican Republic,Male (Sex),25+ (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,305,329,311,367,369,408,428,440,468,480,505,,
Dominican Republic,Male (Sex),25+ (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,613,595,631,618,613,600,588,579,582,571,586,,
Dominican Republic,Male (Sex),25+ (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,1750,1803,1802,1845,1861,1898,1960,1965,2047,2084,2142,,
Dominican Republic,Male (Sex),25+ (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,5,8,8,6,5,4,5,6,8,4,8,,
Dominican Republic,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,8,8,7,
Dominican Republic,Male (Sex),15-24 (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,223,222,223,
Dominican Republic,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,173,198,184,
Dominican Republic,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,60,57,58,
Dominican Republic,Male (Sex),15-24 (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,465,485,472,
Dominican Republic,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Dominican Republic,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,196,200,183,
Dominican Republic,Male (Sex),15-64 (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,970,988,1022,
Dominican Republic,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,658,725,729,
Dominican Republic,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,546,532,542,
Dominican Republic,Male (Sex),15-64 (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2373,2447,2477,
Dominican Republic,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2,2,,
Dominican Republic,Male (Sex),15+ (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,205,210,201,
Dominican Republic,Male (Sex),15+ (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,1000,1023,1062,
Dominican Republic,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,670,739,747,
Dominican Republic,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,646,625,631,
Dominican Republic,Male (Sex),15+ (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2524,2599,2642,
Dominican Republic,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2,2,2,
Dominican Republic,Male (Sex),25+ (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,197,201,194,
Dominican Republic,Male (Sex),25+ (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,777,801,838,
Dominican Republic,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,498,541,562,
Dominican Republic,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,586,568,573,
Dominican Republic,Male (Sex),25+ (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2059,2114,2170,
Dominican Republic,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2,2,2,
Dominican Republic,Female (Sex),15-24 (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,13,16,15,11,16,13,17,17,20,16,16,,
Dominican Republic,Female (Sex),15-24 (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,79,79,79,73,73,75,62,56,62,57,54,,
Dominican Republic,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,96,97,113,89,117,122,136,111,122,124,151,,
Dominican Republic,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,15,14,18,14,12,13,9,11,9,14,9,,
Dominican Republic,Female (Sex),15-24 (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,204,206,226,187,218,223,225,195,214,211,231,,
Dominican Republic,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Dominican Republic,Female (Sex),15-64 (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,198,209,226,242,274,261,298,291,328,358,396,,
Dominican Republic,Female (Sex),15-64 (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,378,405,397,376,401,419,403,403,438,435,417,,
Dominican Republic,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,333,338,366,339,391,440,468,468,464,492,545,,
Dominican Republic,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,234,225,254,222,231,238,226,227,225,227,221,,
Dominican Republic,Female (Sex),15-64 (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,1149,1183,1253,1184,1301,1361,1400,1400,1462,1519,1589,,
Dominican Republic,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,7,6,10,6,,,,,7,6,9,,
Dominican Republic,Female (Sex),15+ (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,200,211,230,245,276,267,300,293,331,368,401,,
Dominican Republic,Female (Sex),15+ (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,382,410,404,380,404,429,409,418,450,449,434,,
Dominican Republic,Female (Sex),15+ (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,334,339,368,340,393,443,479,476,469,497,550,,
Dominican Republic,Female (Sex),15+ (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,253,244,272,242,251,262,257,251,255,260,248,,
Dominican Republic,Female (Sex),15+ (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,1177,1210,1284,1213,1328,1403,1449,1448,1512,1580,1644,,
Dominican Republic,Female (Sex),15+ (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,7,6,10,6,4,2,4,11,7,6,10,,
Dominican Republic,Female (Sex),25+ (Age),Advanced (Aggregate levels),National Labour Force Survey,Labour force survey,187,195,215,234,260,254,283,276,311,351,385,,
Dominican Republic,Female (Sex),25+ (Age),Basic (Aggregate levels),National Labour Force Survey,Labour force survey,304,331,325,307,331,354,347,361,387,392,380,,
Dominican Republic,Female (Sex),25+ (Age),Intermediate (Aggregate levels),National Labour Force Survey,Labour force survey,238,242,255,251,275,321,342,365,348,373,399,,
Dominican Republic,Female (Sex),25+ (Age),Less than basic (Aggregate levels),National Labour Force Survey,Labour force survey,238,230,254,228,239,249,248,240,245,246,239,,
Dominican Republic,Female (Sex),25+ (Age),Total (Aggregate levels),National Labour Force Survey,Labour force survey,974,1004,1058,1026,1110,1180,1224,1253,1298,1369,1412,,
Dominican Republic,Female (Sex),25+ (Age),Level not stated (Aggregate levels),National Labour Force Survey,Labour force survey,7,5,9,6,4,2,4,11,7,6,9,,
Dominican Republic,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,16,21,15,
Dominican Republic,Female (Sex),15-24 (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,58,54,56,
Dominican Republic,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,141,146,164,
Dominican Republic,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,6,8,7,
Dominican Republic,Female (Sex),15-24 (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,221,230,243,
Dominican Republic,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,316,330,336,
Dominican Republic,Female (Sex),15-64 (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,450,456,473,
Dominican Republic,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,538,579,620,
Dominican Republic,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,224,224,232,
Dominican Republic,Female (Sex),15-64 (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,1530,1591,1664,
Dominican Republic,Female (Sex),15+ (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,319,336,346,
Dominican Republic,Female (Sex),15+ (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,463,475,495,
Dominican Republic,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,542,586,626,
Dominican Republic,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,264,264,269,
Dominican Republic,Female (Sex),15+ (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,1590,1663,1740,
Dominican Republic,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2,2,4,
Dominican Republic,Female (Sex),25+ (Age),Advanced (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,303,314,331,
Dominican Republic,Female (Sex),25+ (Age),Basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,405,421,438,
Dominican Republic,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,401,440,462,
Dominican Republic,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,258,256,262,
Dominican Republic,Female (Sex),25+ (Age),Total (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,1369,1433,1498,
Dominican Republic,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Continuous National Labour Force Survey,Labour force survey,,,,,,,,,,2,2,4,
Ecuador,Total (Sex),15-24 (Age),Advanced (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,64,77,76,89,81,84,87,89,80,72,71,65,62
Ecuador,Total (Sex),15-24 (Age),Basic (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,1069,659,671,628,561,486,477,485,489,527,545,553,516
Ecuador,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,133,337,364,371,360,376,424,428,457,501,539,594,618
Ecuador,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,36,122,99,96,92,69,63,61,52,50,49,47,39
Ecuador,Total (Sex),15-24 (Age),Total (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,1302,1195,1210,1184,1095,1015,1051,1063,1078,1150,1206,1258,1236
Ecuador,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,,,,,0,,,,,,1,,1
Ecuador,Total (Sex),15-64 (Age),Advanced (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,834,855,896,903,982,1020,1079,1107,1106,1112,1173,1142,1165
Ecuador,Total (Sex),15-64 (Age),Basic (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,3976,2523,2575,2468,2420,2416,2432,2550,2693,2895,2961,3023,2937
Ecuador,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),"National Survey on Employment, Unemployment and Underemployment",Labour force survey,346,1286,1330,1384,1386,1521,1660,1723,1808,1983,2132,2338,2365
