,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Finland,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2416,2459,2497,2423,2410,2428,2431,2403,2386,2368,2380,2403,2465
Finland,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2443,2492,2531,2457,2447,2474,2483,2457,2447,2437,2448,2473,2540
Finland,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2177,2207,2246,2204,2199,2215,2215,2192,2185,2184,2190,2213,2275
Finland,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,133,141,140,120,121,125,131,124,126,118,124,127,128
Finland,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1249,1267,1291,1233,1234,1249,1244,1228,1215,1206,1225,1238,1270
Finland,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1266,1289,1315,1255,1259,1278,1277,1261,1254,1249,1267,1282,1317
Finland,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1133,1149,1175,1135,1139,1152,1146,1137,1128,1131,1142,1156,1189
Finland,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,133,144,145,133,128,133,137,140,136,134,134,133,137
Finland,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1167,1191,1206,1190,1176,1179,1187,1175,1171,1162,1154,1165,1195
Finland,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1178,1202,1216,1202,1188,1196,1206,1195,1193,1188,1182,1191,1223
Finland,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1044,1058,1071,1069,1060,1063,1069,1055,1057,1054,1048,1058,1086
France,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,2265,2346,2351,2269,2234,2180,2090,2069,2074,2089,2085,2160,2274
France,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,25050,25459,25792,25544,25581,25564,25568,25546,26109,26118,26243,26512,26745
France,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,25150,25587,25926,25674,25731,25759,25804,25785,26376,26424,26584,26880,27122
France,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,22885,23240,23575,23405,23497,23579,23715,23716,24302,24335,24499,24719,24848
France,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,1266,1290,1291,1218,1235,1202,1140,1140,1125,1125,1126,1177,1246
France,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,13336,13468,13612,13406,13427,13415,13369,13294,13501,13478,13562,13746,13817
France,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,13397,13545,13692,13485,13520,13531,13508,13434,13661,13658,13761,13948,14031
France,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,12131,12255,12401,12267,12285,12329,12368,12294,12536,12533,12636,12771,12785
France,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,1000,1056,1060,1051,998,978,950,929,949,964,959,983,1028
France,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,11713,11992,12181,12139,12154,12149,12199,12252,12607,12640,12682,12766,12928
France,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,11753,12041,12234,12189,12210,12228,12297,12351,12715,12766,12823,12932,13091
France,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,10753,10985,11174,11138,11212,11251,11347,11422,11767,11801,11863,11949,12064
French Guiana,Total (Sex),15+ (Age),Employment survey,Labour force survey,,,50,56,60,57,58,59,,,,,
French Guiana,Male (Sex),15+ (Age),Employment survey,Labour force survey,,,30,32,34,32,31,33,,,,,
French Guiana,Female (Sex),15+ (Age),Employment survey,Labour force survey,,,20,24,26,25,27,26,,,,,
French Guiana,Total (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,59,,,,,,,,,
French Guiana,Male (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,33,,,,,,,,,
French Guiana,Female (Sex),15+ (Age),Population Census in overseas territories,Population census,,,,25,,,,,,,,,
French Guiana,Total (Sex),15+ (Age),Official Estimates,Official estimate,52,55,,,,,,,,,,,
French Polynesia,Total (Sex),15-24 (Age),Population census,Population census,,12,,,,,8,,,,,,
French Polynesia,Total (Sex),15-64 (Age),Population census,Population census,,94,,,,,88,,,,,,
French Polynesia,Total (Sex),15+ (Age),Population census,Population census,,95,,,,,89,,,,,,
French Polynesia,Total (Sex),25+ (Age),Population census,Population census,,83,,,,,81,,,,,,
French Polynesia,Male (Sex),15-24 (Age),Population census,Population census,,7,,,,,5,,,,,,
French Polynesia,Male (Sex),15-64 (Age),Population census,Population census,,56,,,,,51,,,,,,
French Polynesia,Male (Sex),15+ (Age),Population census,Population census,,57,,,,,52,,,,,,
French Polynesia,Male (Sex),25+ (Age),Population census,Population census,,49,,,,,47,,,,,,
French Polynesia,Female (Sex),15-24 (Age),Population census,Population census,,4,,,,,3,,,,,,
French Polynesia,Female (Sex),15-64 (Age),Population census,Population census,,38,,,,,37,,,,,,
French Polynesia,Female (Sex),15+ (Age),Population census,Population census,,39,,,,,38,,,,,,
French Polynesia,Female (Sex),25+ (Age),Population census,Population census,,34,,,,,35,,,,,,
French Polynesia,Total (Sex),15+ (Age),Administrative records and related sources,Other administrative records and related sources,68,69,79,77,75,73,,,,,,,
French Polynesia,Male (Sex),15+ (Age),Administrative records and related sources,Other administrative records and related sources,39,40,46,44,43,42,,,,,,,
French Polynesia,Female (Sex),15+ (Age),Administrative records and related sources,Other administrative records and related sources,29,30,33,33,32,32,,,,,,,
Gabon,Total (Sex),15-24 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,40,,,,,,,,
Gabon,Total (Sex),15-64 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,382,,,,,,,,
Gabon,Total (Sex),15+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,393,,,,,,,,
Gabon,Total (Sex),25+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,353,,,,,,,,
Gabon,Male (Sex),15-24 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,24,,,,,,,,
Gabon,Male (Sex),15-64 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,239,,,,,,,,
Gabon,Male (Sex),15+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,244,,,,,,,,
Gabon,Male (Sex),25+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,220,,,,,,,,
Gabon,Female (Sex),15-24 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,17,,,,,,,,
Gabon,Female (Sex),15-64 (Age),National Employment and Unemployment Survey,Labour force survey,,,,,143,,,,,,,,
Gabon,Female (Sex),15+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,149,,,,,,,,
Gabon,Female (Sex),25+ (Age),National Employment and Unemployment Survey,Labour force survey,,,,,133,,,,,,,,
Gambia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,130,,,,,,
Gambia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,525,,,,,,
Gambia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,544,,,,,,
Gambia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,414,,,,,,
Gambia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,70,,,,,,
Gambia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,291,,,,,,
Gambia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,305,,,,,,
Gambia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,236,,,,,,
Gambia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,60,,,,,,
Gambia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,234,,,,,,
Gambia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,239,,,,,,
Gambia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,179,,,,,,
Georgia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,133,
Georgia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1484,
Georgia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1707,
Georgia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,1573,
Georgia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,82,
Georgia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,788,
Georgia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,889,
Georgia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,807,
Georgia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,51,
Georgia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,,696,
Georgia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,817,
Georgia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,,766,
Georgia,Total (Sex),15-24 (Age),Integrated Household Survey,Other household survey,,,126,119,129,132,135,126,124,119,109,,
Georgia,Total (Sex),15-64 (Age),Integrated Household Survey,Other household survey,,,1361,1382,1416,1431,1437,1425,1455,1491,1475,,
Georgia,Total (Sex),15+ (Age),Integrated Household Survey,Other household survey,1747,1704,1597,1611,1628,1643,1659,1643,1694,1734,1717,,
Georgia,Total (Sex),25+ (Age),Integrated Household Survey,Other household survey,,,1471,1492,1499,1511,1525,1518,1570,1615,1608,,
Georgia,Male (Sex),15-24 (Age),Integrated Household Survey,Other household survey,,,82,77,85,86,88,83,80,79,72,,
Georgia,Male (Sex),15-64 (Age),Integrated Household Survey,Other household survey,,,744,744,747,757,773,762,780,799,787,,
Georgia,Male (Sex),15+ (Age),Integrated Household Survey,Other household survey,920,888,855,855,850,857,874,867,892,911,903,,
Georgia,Male (Sex),25+ (Age),Integrated Household Survey,Other household survey,,,773,777,766,771,786,784,812,832,831,,
Georgia,Female (Sex),15-24 (Age),Integrated Household Survey,Other household survey,,,44,42,44,46,47,43,44,40,37,,
Georgia,Female (Sex),15-64 (Age),Integrated Household Survey,Other household survey,,,617,637,669,675,664,663,675,692,687,,
Georgia,Female (Sex),15+ (Age),Integrated Household Survey,Other household survey,827,816,743,756,777,786,785,776,802,823,814,,
Georgia,Female (Sex),25+ (Age),Integrated Household Survey,Other household survey,,,699,714,733,740,738,733,758,784,777,,
Germany,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,4177,4334,4381,4244,4050,4174,4029,4001,3900,3798,3891,3949,3979
Germany,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,36633,37397,37902,37808,37337,38045,38321,38640,38908,39176,40165,40482,40636
Germany,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,37172,37989,38541,38471,37993,38787,39126,39531,39871,40211,41267,41664,41915
Germany,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,32995,33654,34161,34227,33943,34614,35097,35530,35972,36413,37376,37714,37935
Germany,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,2222,2314,2344,2231,2130,2206,2156,2128,2083,2019,2086,2113,2151
Germany,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,20000,20378,20631,20401,20019,20338,20512,20584,20698,20808,21375,21552,21608
Germany,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,20335,20745,21033,20816,20423,20801,21019,21143,21301,21454,22065,22289,22395
Germany,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,18114,18431,18689,18584,18293,18595,18863,19015,19218,19435,19978,20176,20244
Germany,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,1955,2020,2037,2012,1920,1968,1873,1873,1816,1779,1805,1836,1829
Germany,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,16633,17019,17271,17407,17318,17708,17809,18056,18210,18368,18790,18929,19028
Germany,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,16837,17244,17509,17655,17570,17986,18107,18389,18570,18757,19203,19374,19520
Germany,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,14882,15223,15471,15643,15650,16018,16235,16515,16754,16978,17398,17538,17691
Germany,Total (Sex),15+ (Age),Official Estimates,Official estimate,38994,39657,40217,40171,40369,,,,,,,,
Ghana,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,1205,,,
Ghana,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,8359,,,
Ghana,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,8850,,,
Ghana,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,7645,,,
Ghana,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,576,,,
Ghana,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,3878,,,
Ghana,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,4130,,,
Ghana,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,3554,,,
Ghana,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,629,,,
Ghana,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,4481,,,
Ghana,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,4720,,,
Ghana,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,4091,,,
Ghana,Total (Sex),15-24 (Age),Living Standards Survey,Household income/expenditure survey,1664,,,,,,,2615,,,,,
Ghana,Total (Sex),15-64 (Age),Living Standards Survey,Household income/expenditure survey,8582,,,,,,,11312,,,,,
Ghana,Total (Sex),15+ (Age),Living Standards Survey,Household income/expenditure survey,9140,,,,,,,12039,,,,,
Ghana,Total (Sex),25+ (Age),Living Standards Survey,Household income/expenditure survey,7476,,,,,,,9424,,,,,
Ghana,Male (Sex),15-24 (Age),Living Standards Survey,Household income/expenditure survey,825,,,,,,,1299,,,,,
Ghana,Male (Sex),15-64 (Age),Living Standards Survey,Household income/expenditure survey,4132,,,,,,,5420,,,,,
Ghana,Male (Sex),15+ (Age),Living Standards Survey,Household income/expenditure survey,4427,,,,,,,5782,,,,,
Ghana,Male (Sex),25+ (Age),Living Standards Survey,Household income/expenditure survey,3602,,,,,,,4483,,,,,
Ghana,Female (Sex),15-24 (Age),Living Standards Survey,Household income/expenditure survey,839,,,,,,,1315,,,,,
Ghana,Female (Sex),15-64 (Age),Living Standards Survey,Household income/expenditure survey,4450,,,,,,,5892,,,,,
Ghana,Female (Sex),15+ (Age),Living Standards Survey,Household income/expenditure survey,4713,,,,,,,6257,,,,,
Ghana,Female (Sex),25+ (Age),Living Standards Survey,Household income/expenditure survey,3874,,,,,,,4941,,,,,
Ghana,Total (Sex),15-24 (Age),Population census,Population census,,,,,1955,,,,,,,,
Ghana,Total (Sex),15-64 (Age),Population census,Population census,,,,,9656,,,,,,,,
Ghana,Total (Sex),15+ (Age),Population census,Population census,,,,,10243,,,,,,,,
Ghana,Total (Sex),25+ (Age),Population census,Population census,,,,,8287,,,,,,,,
Ghana,Male (Sex),15-24 (Age),Population census,Population census,,,,,937,,,,,,,,
Ghana,Male (Sex),15-64 (Age),Population census,Population census,,,,,4713,,,,,,,,
Ghana,Male (Sex),15+ (Age),Population census,Population census,,,,,5006,,,,,,,,
Ghana,Male (Sex),25+ (Age),Population census,Population census,,,,,4069,,,,,,,,
Ghana,Female (Sex),15-24 (Age),Population census,Population census,,,,,1018,,,,,,,,
Ghana,Female (Sex),15-64 (Age),Population census,Population census,,,,,4944,,,,,,,,
Ghana,Female (Sex),15+ (Age),Population census,Population census,,,,,5238,,,,,,,,
Ghana,Female (Sex),25+ (Age),Population census,Population census,,,,,4220,,,,,,,,
Gibraltar,Total (Sex),15+ (Age),Official estimates,Official estimate,,,,,,,,,,26,,,
Gibraltar,Male (Sex),15+ (Age),Official estimates,Official estimate,,,,,,,,,,16,,,
Gibraltar,Female (Sex),15+ (Age),Official estimates,Official estimate,,,,,,,,,,11,,,
Greece,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,318,308,292,276,238,185,147,131,146,140,138,148,146
Greece,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4440,4476,4523,4469,4306,3979,3636,3459,3480,3548,3610,3683,3751
Greece,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4528,4564,4610,4556,4390,4054,3695,3513,3536,3611,3674,3753,3828
Greece,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,4209,4256,4318,4280,4152,3869,3548,3382,3391,3471,3536,3605,3682
Greece,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,195,187,176,165,142,111,90,80,86,81,78,83,83
Greece,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2697,2713,2722,2660,2542,2338,2126,2027,2017,2048,2092,2138,2189
Greece,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2762,2777,2787,2722,2601,2390,2168,2065,2056,2086,2129,2181,2238
Greece,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2568,2590,2611,2558,2459,2280,2078,1985,1971,2005,2052,2098,2155
Greece,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,124,121,117,111,96,75,57,51,60,59,60,65,63
Greece,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1743,1763,1801,1809,1765,1641,1510,1432,1463,1500,1519,1545,1562
Greece,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1765,1787,1824,1834,1789,1664,1527,1448,1480,1524,1544,1572,1590
Greece,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1642,1666,1707,1722,1693,1589,1470,1397,1420,1465,1484,1507,1527
Greenland,Total (Sex),15-24 (Age),Employment and unemployment for permanent residents,Other administrative records and related sources,,,4,4,4,4,3,3,3,3,,,
Greenland,Total (Sex),15-64 (Age),Employment and unemployment for permanent residents,Other administrative records and related sources,,,25,25,25,25,25,25,24,25,,,
Greenland,Total (Sex),15+ (Age),Employment and unemployment for permanent residents,Other administrative records and related sources,,,26,26,26,25,26,25,25,26,,,
Greenland,Total (Sex),25+ (Age),Employment and unemployment for permanent residents,Other administrative records and related sources,,,22,22,22,22,22,22,22,22,,,
